emotions,sentiment,clean_text
love,Positive,  like seen clip before though pretty cool
love,Positive,  lol thought pretty funny too
happiness,Positive,  aww lt3 thank youu
happiness,Positive,whats good working doublejasmin
neutral,Positive,  thats half solution address intrusion linksharing process thanks
fun,Positive,   thx ur msg awesome luv new single xoxo
fun,Positive,think im gonna start writing proper blog recommend good blog host thingys
neutral,Positive,  hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn
enthusiasm,Negative,  ooohhh understand sick im moms guess dad likes likeslol
hate,Neutral,  jealous
happiness,Positive,  lol thanks you nice meeting aswell looking forward tweetversation
neutral,Neutral,  im thinking you me      vin hk
surprise,Positive,  time online club owner ean golden video hahaha i fan mention that  
neutral,Neutral,  summer farn lai ba ahhhh
happiness,Positive,good morning world haha fun movies night d school now hmm new shoes better 
sadness,Negative,philosophical mood tonight wandering round dark
happiness,Positive,  ooooh lol know fun princess
happiness,Positive,  itsurely dear  posted presentation swine flu yest got 500 downloads dayi feels great
worry,Negative,  im sorry feeling bad hope better soon know plague getcha
neutral,Positive,zeb napped 6 hours today asleep again growing fast
love,Positive,lmao listening great bob marley wow hes awesome
happiness,Positive,  live pain bring
neutral,Neutral,  like
worry,Positive,  ohhh log there pity me great
relief,Positive,mom likes milows version ayo technology good thing clue about
enthusiasm,Positive,  hmm interesting choice
sadness,Neutral,  smoking again
relief,Neutral,  bubble bath relaxing
enthusiasm,Positive,  know exactly mean treats awhile once in
neutral,Positive,  hahahah thank feel love
happiness,Positive,  hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn
happiness,Positive,    love game xxxx
neutral,Neutral,  clair
happiness,Negative,thanks   little star offered come ja weekender dunno afford go looking now
happiness,Positive,  thanks support
surprise,Neutral,worry got one question starts 1 minute thinking caps
happiness,Positive,  hope moments inspire political journey home best
love,Positive,  bom dia frioooo que delcia good luck day ju
neutral,Neutral,oooh babies wanna hug
sadness,Positive,  happy birthday let know old boy
worry,Positive,feeling surprisingly fresh 12hr bender
fun,Positive,  hi thx following teach chinese lessons youtube pls feel free look wwwyoutubecomchineselearn
happiness,Positive,wow early best conversation
neutral,Negative,wednesday green day perform new single quotknow enemyquot tvtotal
love,Positive,lipsynching david cs heroes feelin it fave track dctr all hero
happiness,Neutral,  oh like let c
love,Positive,  thanks sooo lil sis gone bird park
happiness,Positive,lovely walk morning missus drizzle matter
surprise,Positive,  aww way feel special
neutral,Neutral,photoshoot
worry,Neutral,head clouds
neutral,Neutral, lt im going post now
surprise,Negative,finally changed pic wanting long getting sick black white pic
happiness,Positive,  book signings manchester nice people there enjoy week
neutral,Positive,  honest real art
happiness,Positive,  thank approving application twa forum honey good work
relief,Positive,school today  quoth1n1quot natural gas line broke interstate ridiculousness
surprise,Positive,auntie diane wins quote day quotand hes incredible hulkquot
love,Negative,  miss too well settles weeks congrats house
fun,Positive,  bank holiday going well great band practice buzz
worry,Positive,thinking getting new dvds csi cant wait laptop
love,Positive,bamboozle amazing met taking sunday
empty,Neutral,nov 5th
neutral,Neutral,    ahahahahahahahaha eat head xx
love,Positive,unhooking pts home sleep sleep good
fun,Neutral,like spirits night ooooh night qu grande ere mr springsteen
love,Negative,  random quote love stuff like that
worry,Negative,gonna aunts party gonna late night thing hopfully school tomorrow
happiness,Positive,  hahaha tv thing anywayi music girl
worry,Positive,  yum yum love quesadillasand wallpaper matter tooo
neutral,Neutral,goodmorning
surprise,Neutral,  refirmware heh coincidence anything maybe sw guys heard you
surprise,Negative,shall bring glass work tonight half half hor
relief,Positive,  blip misconstrued qs nights convo song love amp rocks morning
empty,Neutral,  child and ive apologised
fun,Negative,  ive game you stephen   well actually us
happiness,Positive,got awesome hair cut todayyyy looks hottt haha homework
happiness,Positive,  finally got set avatar cool
happiness,Neutral,  im definitely makeup challenged so curling lashes tined moisturiser tip come glossary
surprise,Negative,waiting movie finish test screening ghost girlfriends past glass wine lolly bag hand yay
surprise,Positive,   amaziiiing able stage dance sing etc  great
happiness,Neutral,  pange ahahahahaha meet drinks
neutral,Neutral,leeds shopping
empty,Neutral,  thankyou   suggested fannie bay but darwin
neutral,Positive,  tracky daks good things weather getting colder porridge
neutral,Neutral,  buy dvd seeing star trek paul weekend
love,Positive,  oh look traditional chinese charming love  miss shutters doors
sadness,Negative,  oh ate pizza night too stupidly feel closer somehow
happiness,Positive,  good know plns earthday happen neck woods
surprise,Neutral,  watching firepro0f
love,Positive,  lol convo consists miss love you gotta love
empty,Positive,  palin got new haircut
neutral,Positive,    sounds like challenge useful able explicitly schedule threads
neutral,Neutral,  where u magazine
neutral,Negative,  awe thx much need 2b sick friday u prayer requests
neutral,Positive,  welcome back
love,Neutral,  agree like blackberries
surprise,Negative,  shocking isnt it hmm stop it
neutral,Neutral,  moment root adam issues quotfeeling goodquot version muse fans like moi
happiness,Positive,  thx hoping good week
happiness,Positive,  sure
neutral,Positive,sunshine back hair day new
surprise,Positive,new design portfolio finally web   needs tweaking details ok now
happiness,Positive,excited jam  auditions
fun,Positive,sat play quick hand poker 5k hand flush im today
sadness,Negative,im watching missing pieces coz theme song lost
empty,Neutral,  back
happiness,Positive,  good morning 3asa mo bs important classes  p
happiness,Positive,wii fit couple hours
happiness,Neutral,woo this follow
worry,Positive,  baking win thanks that
love,Positive,talking jessica true love thinks real deal lol thinking prob
happiness,Positive,  awww man suck big time look way gives look forward too nice long ride
empty,Positive,  yep quarter til 4 now im going try sleep headache subsiding easy teddy
neutral,Positive,  early morning probably need makeup
fun,Positive,    told mutual admiration society meeting morning lol hi boys
happiness,Neutral,flickr pics chester zoo danwtmoon posted photo quotwelcomequot chester zoo jockey 
fun,Positive,    thinks thats right lol follow me appreciated
love,Positive,  lovely
worry,Neutral,finished wander girl nth time hilda gallares truly kindred soul
neutral,Negative,  hahahacome judge need brutal honesty
happiness,Neutral,arts coffee cake
neutral,Neutral,  told kids hear mind manors guess proved him
worry,Neutral,  realize tom fletcher mcfly posted basically thing twins
happiness,Negative,digging ideas railsbridge 
happiness,Positive,wooooo twitterberry working again good morning
anger,Positive,   ago  argument pretty sound trolley pusher
happiness,Positive,ready school absolute wonderful day
neutral,Positive,  press ctrl right there ky
neutral,Positive,updating latest version adium now great app
relief,Positive,birthday girl  blessed live year amp celebrate loved ones
happiness,Positive,happy star wars day
neutral,Positive,dancing ahh ballet hard legs ache high jazz contemporary 3 hours hilariousness
neutral,Positive,bit early confirm trend daily site signups rise
fun,Negative,kicking holidays school whiles
relief,Positive,new design portfolio finally online   needs tweaking details ok now
love,Neutral,heyya people
neutral,Neutral,  loveee
happiness,Positive,happy star wars day 4th you
surprise,Positive,  hahanot good super tedbut good less haha xx
neutral,Neutral,dyed hair
love,Neutral,  thanx
neutral,Neutral,  hav pork scratching
neutral,Positive,good morning
neutral,Neutral,  10
hate,Negative,  queue cake standing slight look deranged anticipation face
worry,Positive,thank much hopefully okay tons kisses  
happiness,Positive,  hope great ya 
enthusiasm,Neutral,trackflashback quoti believe thing called lovequot darkness  check out
happiness,Neutral,  punching bag here ive touched it covered brothers sweat u use u want hehe
sadness,Negative,  given way kunal khemu etc starrers turn outthere high probability shit niche
neutral,Neutral,t4 think hannah xx
neutral,Positive,  thats good sentence
worry,Negative,  sure good bad news you listed staff 
happiness,Positive,good morning took longest shower ive taken life like 45 50 min shower woah lol
neutral,Neutral,guess ill start getting camping fishing stuff wed amp thurs trip braunig lake
neutral,Neutral,  tomorrow night definitely work
neutral,Neutral,  hope too you
worry,Positive,  fine looking set neighbours say lots compliments showered header graphic
happiness,Positive,saaaaafe mee8 fucking epic times night old friends new friendships good way kick month
surprise,Negative,wolverine boss seriously william it fuck 
happiness,Neutral,yeaaaah tangerang vacation
love,Positive,  said quotwrite onequotthose special 10 selected  course  chosen outstanding
love,Positive,love idea giving year theme year new beginnings
relief,Neutral,way home bk civilisation got ipod bak carnt wait home x
neutral,Negative,  chicken chips
love,Positive,love day school gt studyin quietly
neutral,Neutral,start twitting
empty,Neutral,  like optimism
neutral,Positive,  oh thats good wanna fly shoot photos
love,Positive,  hope fun press spoil things care
neutral,Positive,interesting wknd sleeping saturday amp productive sunday
neutral,Neutral,disco end universe launch date sorted  28th may london 
sadness,Negative,  basket case miss it going listen shit load
fun,Neutral,  planted garden week ive got check
worry,Positive,kits brought mouse amp eating lobby im sure feed enough
happiness,Positive,  hope u amazing day today monkey u deserve it cheating dew amp looking picture lol happy bday lt3
worry,Neutral,hey twitter im online
surprise,Negative,  yup slowly recovering sucks cant eat stuff im craving right now gums cant it trip
neutral,Positive,got live night vid comin soonnn
fun,Neutral,  want somelol got coffee ha ha
enthusiasm,Neutral,away cinema tweet later 4th x
fun,Neutral,song slap face  
enthusiasm,Positive,  press ctrl right underscore e71 there ky
relief,Positive,working happy job radio physically exhausting
fun,Negative,finally mike0hhs birthday lt3 cant wait fucking ruin
fun,Positive,  incredily love reading tweets theyre entertaining up
happiness,Positive,coach says come way faster alot people oh yeah whos man ohh sore
neutral,Neutral,exam 8
love,Positive,  welcome
neutral,Positive,min buy new bed
surprise,Neutral,watir  
love,Positive,  lol joyologist love  better happy freak cant stop smiling enjoy monday
worry,Positive,shriek bee flew window im afraid spiders zombies dreamsbut run bee room me
